  0.32549622E-06 extinction coefficient
  0.70014087E-15 single-scattering albedo
  0.00000000E+00 asymmetry factor
  0.000000E+00   0.149855E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.900000E-01   0.149854E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.180000E+00   0.149854E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.270000E+00   0.149853E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.360000E+00   0.149852E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.450000E+00   0.149850E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.540000E+00   0.149848E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.630000E+00   0.149846E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.720000E+00   0.149843E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.810000E+00   0.149840E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.900000E+00   0.149836E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.990000E+00   0.149832E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.108000E+01   0.149828E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.117000E+01   0.149824E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.126000E+01   0.149819E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.135000E+01   0.149813E+01   0.000000E+00   0.100000E+01   0.000000E+00
  0.144000E+01   0.149807E+01   0.316676E-03   0.100000E+01   0.000000E+00
  0.153000E+01   0.149801E+01   0.357528E-03   0.100000E+01   0.000000E+00
  0.162000E+01   0.149795E+01   0.400814E-03   0.100000E+01   0.000000E+00
  0.171000E+01   0.149788E+01   0.446638E-03   0.999998E+00   0.000000E+00
  0.180000E+01   0.149781E+01   0.494861E-03   0.100000E+01   0.000000E+00
  0.189000E+01   0.149773E+01   0.545555E-03   0.100000E+01   0.000000E+00
  0.198000E+01   0.149765E+01   0.598754E-03   0.100000E+01   0.000000E+00
  0.207000E+01   0.149757E+01   0.654425E-03   0.100000E+01   0.000000E+00
  0.216000E+01   0.149748E+01   0.712672E-03   0.100000E+01   0.000000E+00
  0.225000E+01   0.149739E+01   0.773288E-03   0.100000E+01   0.000000E+00
  0.234000E+01   0.149730E+01   0.836413E-03   0.100000E+01   0.000000E+00
  0.243000E+01   0.149720E+01   0.901978E-03   0.100000E+01   0.000000E+00
  0.252000E+01   0.149710E+01   0.970020E-03   0.100000E+01   0.000000E+00
  0.261000E+01   0.149699E+01   0.104057E-02   0.999998E+00   0.000000E+00
  0.270000E+01   0.149689E+01   0.111364E-02   0.999998E+00   0.000000E+00
  0.279000E+01   0.149677E+01   0.118915E-02   0.100000E+01   0.000000E+00
  0.288000E+01   0.149665E+01   0.126714E-02   0.100000E+01   0.000000E+00
  0.297000E+01   0.149653E+01   0.134758E-02   0.100000E+01   0.000000E+00
  0.306000E+01   0.149641E+01   0.143053E-02   0.100000E+01   0.000000E+00
  0.315000E+01   0.149628E+01   0.151597E-02   0.999998E+00   0.000000E+00
  0.324000E+01   0.149615E+01   0.160389E-02   0.999998E+00   0.000000E+00
  0.333000E+01   0.149602E+01   0.169427E-02   0.999998E+00   0.000000E+00
  0.342000E+01   0.149588E+01   0.178717E-02   0.100000E+01   0.000000E+00
  0.351000E+01   0.149574E+01   0.188255E-02   0.999998E+00   0.000000E+00
  0.360000E+01   0.149559E+01   0.198036E-02   0.999998E+00   0.000000E+00
  0.369000E+01   0.149544E+01   0.208070E-02   0.999998E+00   0.000000E+00
  0.378000E+01   0.149529E+01   0.218349E-02   0.999998E+00   0.000000E+00
  0.387000E+01   0.149513E+01   0.228874E-02   0.999998E+00   0.000000E+00
  0.396000E+01   0.149497E+01   0.239653E-02   0.999998E+00   0.000000E+00
  0.405000E+01   0.149481E+01   0.250685E-02   0.999995E+00   0.000000E+00
  0.414000E+01   0.149464E+01   0.261956E-02   0.999998E+00   0.000000E+00
  0.423000E+01   0.149447E+01   0.273477E-02   0.999995E+00   0.000000E+00
  0.432000E+01   0.149430E+01   0.285253E-02   0.999995E+00   0.000000E+00
  0.441000E+01   0.149411E+01   0.297275E-02   0.999995E+00   0.000000E+00
  0.450000E+01   0.149393E+01   0.309548E-02   0.999995E+00   0.000000E+00
  0.459000E+01   0.149375E+01   0.322061E-02   0.999993E+00   0.000000E+00
  0.468000E+01   0.149356E+01   0.334829E-02   0.999995E+00   0.000000E+00
  0.477000E+01   0.149336E+01   0.347848E-02   0.999993E+00   0.000000E+00
  0.486000E+01   0.149317E+01   0.361118E-02   0.999995E+00   0.000000E+00
  0.495000E+01   0.149297E+01   0.374633E-02   0.999993E+00   0.000000E+00
  0.505000E+01   0.149276E+01   0.388390E-02   0.999993E+00   0.000000E+00
  0.514000E+01   0.149255E+01   0.402409E-02   0.999993E+00   0.000000E+00
  0.523000E+01   0.149234E+01   0.416669E-02   0.999990E+00   0.000000E+00
  0.532000E+01   0.149213E+01   0.431186E-02   0.999993E+00   0.000000E+00
  0.541000E+01   0.149191E+01   0.445945E-02   0.999990E+00   0.000000E+00
  0.550000E+01   0.149169E+01   0.460956E-02   0.999988E+00   0.000000E+00
  0.559000E+01   0.149146E+01   0.476221E-02   0.999988E+00   0.000000E+00
  0.568000E+01   0.149123E+01   0.491729E-02   0.999988E+00   0.000000E+00
  0.577000E+01   0.149100E+01   0.507490E-02   0.999988E+00   0.000000E+00
  0.586000E+01   0.149076E+01   0.523497E-02   0.999985E+00   0.000000E+00
  0.595000E+01   0.149052E+01   0.539763E-02   0.999985E+00   0.000000E+00
  0.604000E+01   0.149028E+01   0.556268E-02   0.999985E+00   0.000000E+00
  0.613000E+01   0.149003E+01   0.573028E-02   0.999983E+00   0.000000E+00
  0.622000E+01   0.148978E+01   0.590040E-02   0.999983E+00   0.000000E+00
  0.631000E+01   0.148952E+01   0.607303E-02   0.999981E+00   0.000000E+00
  0.640000E+01   0.148926E+01   0.624810E-02   0.999981E+00   0.000000E+00
  0.649000E+01   0.148900E+01   0.642577E-02   0.999978E+00   0.000000E+00
  0.658000E+01   0.148874E+01   0.660592E-02   0.999978E+00   0.000000E+00
  0.667000E+01   0.148846E+01   0.678853E-02   0.999978E+00   0.000000E+00
  0.676000E+01   0.148819E+01   0.697359E-02   0.999976E+00   0.000000E+00
  0.685000E+01   0.148791E+01   0.716137E-02   0.999976E+00   0.000000E+00
  0.694000E+01   0.148763E+01   0.735143E-02   0.999973E+00   0.000000E+00
  0.703000E+01   0.148735E+01   0.754409E-02   0.999971E+00   0.000000E+00
  0.712000E+01   0.148706E+01   0.773930E-02   0.999971E+00   0.000000E+00
  0.721000E+01   0.148677E+01   0.793694E-02   0.999968E+00   0.000000E+00
  0.730000E+01   0.148648E+01   0.813716E-02   0.999966E+00   0.000000E+00
  0.739000E+01   0.148618E+01   0.833990E-02   0.999966E+00   0.000000E+00
  0.748000E+01   0.148588E+01   0.854512E-02   0.999963E+00   0.000000E+00
  0.757000E+01   0.148557E+01   0.875285E-02   0.999961E+00   0.000000E+00
  0.766000E+01   0.148526E+01   0.896311E-02   0.999961E+00   0.000000E+00
  0.775000E+01   0.148495E+01   0.917582E-02   0.999959E+00   0.000000E+00
  0.784000E+01   0.148464E+01   0.939123E-02   0.999956E+00   0.000000E+00
  0.793000E+01   0.148432E+01   0.960900E-02   0.999954E+00   0.000000E+00
  0.802000E+01   0.148399E+01   0.982930E-02   0.999954E+00   0.000000E+00
